2B,3B,AB,BBA,BB,BPF,CG,CS,Color B,Color G,Color R,DP,Div Win,ERA,ER,E,FP,Franchise ID,G,Ghome,HA,HBP,HRA,HR,H,I Pouts,L,Lg Win,Number of Records,PPF,RA,R,Rank,SB,SF,SHO,SOA,SO,SV,WC Win,WS Win,W,Attendance,Div ID,Franch ID,Lg ID,Name,Park,Team IDBR,Team ID,teamIDlahman45,Team I Dretro,Year ID
290,20,5487,572,545,93,10,33,59,8,215,179,N,4.3,684,110,0.982,CLE,162,81,1477,64,147,128,1362,4299,93,N,1,93,752,646,4,91,33,4,967,1184,34,N,N,69,1394812,C,CLE,AL,Cleveland Indians,Jacobs Field,CLE,CLE,CLE,CLE,2010
270,54,5530,525,585,115,6,41,93,15,34,182,N,4.14,663,101,0.984,COL,162,81,1405,47,139,173,1452,4326,79,N,1,115,717,770,3,99,47,12,1234,1274,35,N,N,83,2875245,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,2010
308,32,5643,537,546,101,6,30,67,35,6,171,N,4.3,690,109,0.982,DET,162,81,1445,41,142,152,1515,4333,81,N,1,101,743,751,3,69,41,5,1056,1147,32,N,N,81,2461237,C,DET,AL,Detroit Tigers,Comerica Park,DET,DET,DET,DET,2010
294,37,5531,549,514,105,5,26,51,101,243,130,N,4.08,652,123,0.979,FLA,162,81,1433,55,134,152,1403,4315,82,N,1,104,717,719,3,92,43,17,1168,1375,39,N,N,80,1535226,E,FLA,NL,Florida Marlins,Dolphin Stadium,FLA,FLO,FLO,FLO,2010
252,25,5452,548,415,95,4,36,42,73,214,135,N,4.09,654,103,0.983,HOU,162,81,1446,33,140,108,1348,4318,86,N,1,96,729,611,4,100,29,11,1210,1025,45,N,N,76,2331490,C,HOU,NL,Houston Astros,Minute Maid Park,HOU,HOU,HOU,HOU,2010
279,31,5604,551,471,99,7,50,116,44,0,138,N,4.97,794,121,0.98,KCR,162,81,1553,35,176,121,1534,4310,95,N,1,101,845,676,5,115,53,3,1035,905,44,N,N,67,1615324,C,KCR,AL,Kansas City Royals,Kauffman Stadium,KCR,KCA,KCA,KCA,2010
276,19,5488,565,466,98,10,52,32,0,185,116,N,4.04,651,113,0.981,ANA,162,81,1422,52,148,155,1363,4348,82,N,1,98,702,681,3,104,37,9,1130,1070,39,N,N,80,3250816,W,ANA,AL,Los Angeles Angels of Anaheim,Angel Stadium,LAA,LAA,ANA,ANA,2010
270,29,5426,539,533,95,4,50,117,58,34,124,N,4.01,643,98,0.984,LAD,162,81,1323,46,134,120,1368,4325,82,N,1,95,692,667,4,92,50,16,1274,1184,41,N,N,80,3562320,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,2010
293,33,5606,582,546,98,3,26,72,43,22,142,N,4.58,733,101,0.983,MIL,162,81,1487,81,173,182,1471,4317,85,N,1,98,804,750,3,81,35,7,1258,1216,35,N,N,77,2776531,C,MIL,NL,Milwaukee Brewers,Miller Park,MIL,MIL,ML4,MIL,2010
318,41,5568,383,559,101,9,28,52,18,180,150,Y,3.95,638,78,0.987,MIN,162,81,1493,39,155,142,1521,4358,68,N,1,100,671,781,1,68,53,13,1048,967,40,N,N,94,3223640,C,MIN,AL,Minnesota Twins,Target Field,MIN,MIN,MIN,MIN,2010
275,32,5567,540,662,105,3,30,67,28,0,161,N,4.06,651,69,0.988,NYY,162,81,1349,73,179,201,1485,4327,67,N,1,103,693,859,2,103,44,8,1154,1136,39,Y,N,95,3765807,E,NYY,AL,New York Yankees,Yankee Stadium III,NYY,NYA,NYA,NYA,2010
266,40,5465,545,502,97,8,44,0,74,255,159,N,3.7,597,87,0.986,NYM,162,81,1438,46,135,128,1361,4359,83,N,1,97,652,656,4,130,57,19,1106,1095,36,N,N,79,2559738,E,NYM,NL,New York Mets,Citi Field,NYM,NYN,NYN,NYN,2010
276,30,5448,512,527,100,7,38,30,178,239,147,N,3.56,566,99,0.984,OAK,162,81,1315,47,153,109,1396,4295,81,N,1,100,626,663,2,156,51,17,1070,1061,38,N,N,81,1418391,W,OAK,AL,Oakland Athletics,Oakland-Alameda County Coliseum,OAK,OAK,OAK,OAK,2010
290,34,5581,416,560,101,14,21,68,18,212,158,Y,3.67,594,83,0.986,PHI,162,84,1402,63,168,166,1451,4369,65,N,1,100,640,772,1,108,43,21,1183,1064,40,N,N,97,3647249,E,PHI,NL,Philadelphia Phillies,Citizens Bank Park,PHI,PHI,PHI,PHI,2010
276,27,5386,538,463,99,1,36,39,184,252,120,N,5,784,127,0.979,PIT,162,81,1567,33,167,126,1303,4235,105,N,1,101,866,587,6,87,33,6,1026,1207,31,N,N,57,1613399,C,PIT,NL,Pittsburgh Pirates,PNC Park,PIT,PIT,PIT,PIT,2010
236,24,5434,517,538,91,2,50,97,44,4,141,N,3.39,549,72,0.988,SDP,162,81,1305,50,139,132,1338,4369,72,N,1,91,581,665,2,124,46,20,1295,1183,49,N,N,90,2131774,W,SDP,NL,San Diego Padres,Petco Park,SDP,SDN,SDN,SDN,2010
227,16,5409,452,459,93,11,39,92,91,0,145,N,3.93,628,110,0.982,SEA,162,81,1402,39,157,101,1274,4314,101,N,1,95,698,513,4,142,40,10,973,1184,38,N,N,61,2085488,W,SEA,AL,Seattle Mariners,Safeco Field,SEA,SEA,SEA,SEA,2010
284,30,5488,578,487,101,6,32,25,72,255,110,Y,3.36,546,73,0.988,SFG,162,81,1279,50,134,162,1411,4383,70,Y,1,101,583,697,1,55,41,17,1331,1099,57,N,Y,92,3037443,W,SFG,NL,San Francisco Giants,AT&T Park,SFG,SFN,SFN,SFN,2010
285,18,5542,477,541,97,7,41,65,17,205,172,N,3.57,577,99,0.984,STL,162,81,1412,50,133,150,1456,4361,76,N,1,97,641,736,2,79,40,16,1094,1027,32,N,N,86,3301218,C,STL,NL,St. Louis Cardinals,Busch Stadium III,STL,SLN,SLN,SLN,2010
295,37,5439,478,672,96,6,47,247,192,149,134,Y,3.78,611,85,0.986,TBD,162,81,1347,57,175,160,1343,4361,66,N,1,95,649,802,1,172,57,12,1189,1292,51,N,N,96,1843445,E,TBD,AL,Tampa Bay Rays,Tropicana Field,TBR,TBA,TBA,TBA,2010
268,25,5635,551,511,105,7,48,115,44,0,133,Y,3.93,636,105,0.982,TEX,162,81,1355,45,162,162,1556,4366,72,Y,1,104,687,787,1,123,54,8,1181,986,46,N,N,90,2505171,W,TEX,AL,Texas Rangers,Rangers Ballpark in Arlington,TEX,TEX,TEX,TEX,2010
319,21,5495,539,471,100,5,20,191,118,4,172,N,4.22,676,92,0.985,TOR,162,78,1407,55,150,257,1364,4322,77,N,1,100,728,755,4,58,34,11,1184,1164,45,N,N,85,1625555,E,TOR,AL,Toronto Blue Jays,Rogers Centre,TOR,TOR,TOR,TOR,2010
250,31,5418,512,503,99,2,41,43,18,186,148,N,4.13,658,127,0.979,WSN,162,81,1469,60,151,149,1355,4305,93,N,1,100,742,655,5,110,47,5,1068,1220,37,N,N,69,1828066,E,WSN,NL,Washington Nationals,Nationals Park,WSN,WAS,MON,WAS,2010
293,37,5421,442,531,107,5,55,48,25,167,131,Y,3.8,609,90,0.985,ARI,162,81,1414,61,159,172,1357,4330,68,N,1,106,662,731,1,133,33,12,1058,1249,58,N,N,94,2105432,W,ARI,NL,Arizona Diamondbacks,Chase Field,ARI,ARI,ARI,ARI,2011
244,16,5528,521,504,98,3,44,65,17,207,131,N,3.48,572,83,0.987,ATL,162,81,1332,28,125,173,1345,4439,73,N,1,98,605,641,2,77,30,16,1332,1260,52,N,N,89,2372940,E,ATL,NL,Atlanta Braves,Turner Field,ATL,ATL,ATL,ATL,2011
273,13,5585,535,452,96,3,25,1,70,223,159,N,4.89,786,110,0.982,BAL,162,81,1568,52,210,191,1434,4340,93,N,1,97,860,708,5,81,43,7,1044,1120,32,N,N,69,1755461,E,BAL,AL,Baltimore Orioles,Oriole Park at Camden Yards,BAL,BAL,BAL,BAL,2011
352,35,5710,540,578,106,2,42,48,12,198,120,N,4.2,680,92,0.985,BOS,162,81,1366,50,156,203,1600,4372,72,N,1,105,737,875,3,102,50,13,1213,1108,36,N,N,90,3054001,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,2011
252,16,5502,439,475,99,6,53,0,0,0,129,N,4.1,665,79,0.987,CHW,162,81,1463,84,147,154,1387,4380,83,N,1,100,706,654,3,81,46,14,1220,989,42,N,N,79,2001117,C,CHW,AL,Chicago White Sox,U.S. Cellular Field,CHW,CHA,CHA,CHA,2011
285,36,5549,580,425,96,4,23,134,51,12,128,N,4.33,690,134,0.978,CHC,162,81,1439,59,162,148,1423,4303,91,N,1,97,756,654,5,69,35,5,1224,1202,40,N,N,71,3017966,C,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,2011
264,19,5612,539,535,107,4,50,31,1,198,146,N,4.16,678,91,0.985,CIN,162,81,1414,63,185,183,1438,4403,83,N,1,106,720,735,3,97,40,5,1112,1250,39,N,N,79,2213588,C,CIN,NL,Cincinnati Reds,Great American Ball Park,CIN,CIN,CIN,CIN,2011
290,26,5509,463,494,96,2,42,59,8,215,130,N,4.23,683,110,0.982,CLE,162,81,1482,65,153,154,1380,4360,82,N,1,97,760,704,2,89,43,4,1024,1269,38,N,N,80,1840835,C,CLE,AL,Cleveland Indians,Jacobs Field,CLE,CLE,CLE,CLE,2011
274,40,5544,522,555,116,5,42,93,15,34,156,N,4.43,713,98,0.984,COL,162,81,1471,57,176,163,1429,4343,89,N,1,116,774,735,4,118,44,7,1118,1201,41,N,N,73,2909777,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,2011
297,34,5563,492,521,103,4,20,67,35,6,148,Y,4.04,647,103,0.983,DET,162,81,1406,39,149,169,1540,4320,67,N,1,102,711,787,1,49,58,14,1115,1143,52,N,N,95,2642045,C,DET,AL,Detroit Tigers,Comerica Park,DET,DET,DET,DET,2011
274,30,5508,500,542,99,7,41,51,101,243,126,N,3.95,640,93,0.985,FLA,162,78,1403,51,149,149,1358,4379,90,N,1,100,702,625,5,95,42,11,1218,1244,40,N,N,72,1477462,E,FLA,NL,Florida Marlins,Sun Life Stadium,FLA,FLO,FLO,FLO,2011
309,28,5598,560,401,102,2,33,42,73,214,140,N,4.51,719,116,0.981,HOU,162,81,1477,46,188,95,1442,4305,106,N,1,104,796,615,6,118,37,6,1191,1164,25,N,N,56,2067016,C,HOU,NL,Houston Astros,Minute Maid Park,HOU,HOU,HOU,HOU,2011
325,41,5672,557,442,101,2,58,116,44,0,149,N,4.44,716,95,0.985,KCR,162,81,1487,39,163,129,1560,4354,91,N,1,101,762,730,4,153,57,6,1080,1006,37,N,N,71,1724450,C,KCR,AL,Kansas City Royals,Kauffman Stadium,KCR,KCA,KCA,KCA,2011
289,34,5513,476,442,93,12,52,32,0,185,157,N,3.57,581,93,0.985,ANA,162,81,1388,51,142,155,1394,4395,76,N,1,93,633,667,2,135,32,11,1058,1086,39,N,N,86,3166321,W,ANA,AL,Los Angeles Angels of Anaheim,Angel Stadium,LAA,LAA,ANA,ANA,2011
237,28,5436,507,498,98,7,40,117,58,34,121,N,3.54,563,85,0.986,LAD,161,81,1287,45,132,117,1395,4296,79,N,1,98,612,644,3,126,43,17,1265,1087,40,N,N,82,2935139,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,2011
276,31,5447,440,481,103,1,31,72,43,22,130,Y,3.63,582,111,0.982,MIL,162,81,1348,56,147,185,1422,4325,66,N,1,102,638,721,1,94,44,13,1257,1083,47,N,N,96,3071373,C,MIL,NL,Milwaukee Brewers,Miller Park,MIL,MIL,ML4,MIL,2011
259,25,5487,480,440,95,7,39,52,18,180,153,N,4.58,724,119,0.98,MIN,162,81,1564,37,161,103,1357,4265,99,N,1,97,804,619,5,92,25,8,940,1048,32,N,N,63,3168116,C,MIN,AL,Minnesota Twins,Target Field,MIN,MIN,MIN,MIN,2011
267,33,5518,507,627,108,5,46,67,28,0,141,Y,3.73,605,102,0.983,NYY,162,81,1423,74,152,222,1452,4375,65,N,1,106,657,867,1,147,51,8,1222,1138,47,N,N,97,3653680,E,NYY,AL,New York Yankees,Yankee Stadium III,NYY,NYA,NYA,NYA,2011
309,39,5600,514,571,98,6,35,0,74,255,126,N,4.19,674,116,0.981,NYM,162,81,1482,51,147,108,1477,4344,85,N,1,98,742,718,4,130,48,9,1126,1085,43,N,N,77,2352596,E,NYM,NL,New York Mets,Citi Field,NYM,NYN,NYN,NYN,2011
280,29,5452,519,509,97,6,43,30,178,239,145,N,3.71,597,124,0.979,OAK,162,81,1380,50,136,114,1330,4343,88,N,1,98,679,645,3,117,57,12,1160,1094,39,N,N,74,1476791,W,OAK,AL,Oakland Athletics,Oakland-Alameda County Coliseum,OAK,OAK,OAK,OAK,2011
258,38,5579,404,539,105,18,24,68,18,212,135,Y,3.02,495,74,0.988,PHI,162,81,1320,56,120,153,1409,4431,60,N,1,103,529,713,1,96,38,21,1299,1024,47,N,N,102,3680718,E,PHI,NL,Philadelphia Phillies,Citizens Bank Park,PHI,PHI,PHI,PHI,2011
277,35,5421,535,489,96,5,52,39,184,252,154,N,4.04,650,112,0.982,PIT,162,81,1513,34,152,107,1325,4348,90,N,1,97,712,610,4,108,44,11,1031,1308,43,N,N,72,1940429,C,PIT,NL,Pittsburgh Pirates,PNC Park,PIT,PIT,PIT,PIT,2011
247,42,5417,521,501,92,0,44,97,44,4,139,N,3.42,551,94,0.985,SDP,162,81,1324,48,125,91,1284,4348,91,N,1,92,611,593,5,170,47,10,1139,1320,44,N,N,71,2143018,W,SDP,NL,San Diego Padres,Petco Park,SDP,SDN,SDN,SDN,2011
253,22,5421,436,435,94,12,40,92,91,0,152,N,3.9,621,108,0.982,SEA,162,84,1369,37,145,109,1263,4299,95,N,1,95,675,556,4,125,41,10,1088,1280,39,N,N,67,1939421,W,SEA,AL,Seattle Mariners,Safeco Field,SEA,SEA,SEA,SEA,2011
282,24,5486,559,448,89,3,51,25,72,255,127,N,3.2,522,104,0.983,SFG,162,81,1260,52,96,121,1327,4404,76,N,1,89,578,570,2,85,43,12,1316,1122,52,N,N,86,3387303,W,SFG,NL,San Francisco Giants,AT&T Park,SFG,SFN,SFN,SFN,2011
308,22,5532,448,542,95,7,39,65,17,205,167,N,3.74,608,116,0.982,STL,162,81,1461,44,136,162,1513,4386,72,Y,1,94,692,762,2,57,40,9,1098,978,47,Y,Y,90,3093954,C,STL,NL,St. Louis Cardinals,Busch Stadium III,STL,SLN,SLN,SLN,2011
273,37,5436,504,571,92,15,62,247,192,149,138,N,3.58,577,73,0.988,TBD,162,81,1263,73,161,172,1324,4347,71,N,1,92,614,707,2,155,35,13,1143,1193,32,Y,N,91,1529188,E,TBD,AL,Tampa Bay Rays,Tropicana Field,TBR,TBA,TBA,TBA,2011
310,32,5659,461,475,117,10,45,115,44,0,164,Y,3.79,607,114,0.981,TEX,162,81,1327,39,170,210,1599,4324,66,Y,1,115,677,855,1,143,49,19,1179,930,38,N,N,96,2946949,W,TEX,AL,Texas Rangers,Rangers Ballpark in Arlington,TEX,TEX,TEX,TEX,2011
285,34,5559,540,525,104,7,52,191,118,4,148,N,4.32,700,110,0.982,TOR,162,81,1433,48,179,186,1384,4376,81,N,1,104,761,743,4,131,47,10,1169,1184,33,N,N,81,1818103,E,TOR,AL,Toronto Blue Jays,Rogers Centre,TOR,TOR,TOR,TOR,2011
257,22,5441,477,470,100,3,38,43,18,186,145,N,3.58,577,104,0.983,WSN,161,80,1403,65,129,154,1319,4348,81,N,1,100,643,624,3,106,32,10,1049,1323,49,N,N,80,1940478,E,WSN,NL,Washington Nationals,Nationals Park,WSN,WAS,MON,WAS,2011
307,33,5462,417,539,105,4,51,48,25,167,146,N,3.93,626,90,0.985,ARI,162,81,1432,41,155,165,1416,4301,81,N,1,106,688,734,3,93,45,9,1200,1266,39,N,N,81,2177617,W,ARI,NL,Arizona Diamondbacks,Chase Field,ARI,ARI,ARI,ARI,2012
263,30,5425,464,567,102,5,32,65,17,207,147,N,3.42,549,86,0.986,ATL,162,81,1310,34,145,149,1341,4336,68,N,1,101,600,700,2,101,46,16,1232,1289,47,Y,N,94,2420171,E,ATL,NL,Atlanta Braves,Turner Field,ATL,ATL,ATL,ATL,2012
270,16,5560,481,480,102,1,29,1,70,223,151,N,3.9,642,106,0.983,BAL,162,81,1433,50,184,214,1375,4449,69,N,1,103,705,712,2,58,30,10,1177,1315,55,Y,N,93,2102240,E,BAL,AL,Baltimore Orioles,Oriole Park at Camden Yards,BAL,BAL,BAL,BAL,2012
339,16,5604,529,428,106,6,31,48,12,198,159,N,4.7,754,101,0.983,BOS,162,81,1449,45,190,165,1459,4329,93,N,1,106,806,734,5,97,55,4,1176,1197,35,N,N,69,3043003,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,2012
228,29,5518,503,461,106,6,43,0,0,0,154,N,4.02,646,70,0.988,CHW,162,81,1365,65,186,211,1409,4337,77,N,1,106,676,748,2,109,36,11,1246,1203,37,N,N,85,1965955,C,CHW,AL,Chicago White Sox,U.S. Cellular Field,CHW,CHA,CHA,CHA,2012
265,36,5411,573,447,98,1,45,134,51,12,148,N,4.51,708,105,0.982,CHC,162,81,1399,43,175,137,1297,4241,101,N,1,99,759,613,5,94,24,9,1128,1235,28,N,N,61,2882756,C,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,2012
296,30,5477,427,481,107,9,27,31,1,198,113,Y,3.34,540,89,0.985,CIN,162,81,1356,47,152,172,1377,4359,65,N,1,107,588,669,1,87,37,12,1248,1266,56,N,N,97,2347251,C,CIN,NL,Cincinnati Reds,Great American Ball Park,CIN,CIN,CIN,CIN,2012
266,24,5525,543,555,93,2,44,59,8,215,157,N,4.78,766,96,0.984,CLE,162,81,1503,59,174,136,1385,4326,94,N,1,95,845,667,4,110,39,6,1086,1087,43,N,N,68,1603596,C,CLE,AL,Cleveland Indians,Progressive Field,CLE,CLE,CLE,CLE,2012
306,52,5577,566,450,120,0,40,93,15,34,139,N,5.22,824,122,0.98,COL,162,81,1637,36,198,166,1526,4266,98,N,1,121,890,758,5,100,39,7,1144,1213,36,N,N,64,2630458,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,2012
279,39,5476,438,511,104,9,23,67,35,6,127,Y,3.75,596,99,0.983,DET,162,81,1409,57,151,163,1467,4292,74,Y,1,103,670,726,1,59,39,8,1318,1103,40,N,N,88,3028033,C,DET,AL,Detroit Tigers,Comerica Park,DET,DET,DET,DET,2012
238,28,5407,540,463,99,3,46,42,73,214,132,N,4.56,721,118,0.981,HOU,162,81,1493,58,173,146,1276,4270,107,N,1,101,794,583,6,105,30,11,1170,1365,31,N,N,55,1607733,C,HOU,NL,Houston Astros,Minute Maid Park,HOU,HOU,HOU,HOU,2012
295,37,5636,542,404,100,2,38,116,44,0,171,N,4.3,693,113,0.981,KCR,162,81,1504,42,163,131,1492,4354,90,N,1,100,746,676,3,132,41,12,1177,1032,44,N,N,72,1739859,C,KCR,AL,Kansas City Royals,Kauffman Stadium,KCR,KCA,KCA,KCA,2012
273,22,5536,483,449,92,6,33,32,0,185,141,N,4.02,640,98,0.984,ANA,162,81,1339,47,186,187,1518,4300,73,N,1,92,699,767,3,134,41,16,1157,1113,38,N,N,89,3061770,W,ANA,AL,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,LAA,LAA,ANA,ANA,2012
269,23,5438,539,481,96,2,44,117,58,34,138,N,3.34,538,98,0.984,LAD,162,81,1277,52,122,116,1369,4349,76,N,1,96,597,637,2,104,38,10,1276,1156,40,N,N,86,3324246,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,2012
261,39,5437,495,484,100,5,41,51,101,243,154,N,4.09,655,103,0.983,FLA,162,81,1448,35,133,137,1327,4322,93,N,1,100,724,609,5,149,40,7,1113,1228,38,N,N,69,2219444,E,FLA,NL,Miami Marlins,Marlins Park,MIA,MIA,FLO,MIA,2012
300,39,5557,525,466,104,0,39,72,43,22,133,N,4.22,682,99,0.983,MIL,162,81,1458,90,169,202,1442,4361,79,N,1,104,733,776,3,158,35,9,1402,1240,44,N,N,83,2831385,C,MIL,NL,Milwaukee Brewers,Miller Park,MIL,MIL,ML4,MIL,2012
270,30,5562,465,505,97,3,37,52,18,180,188,N,4.77,762,107,0.983,MIN,162,81,1536,53,198,131,1448,4316,96,N,1,99,832,701,5,135,56,6,943,1069,35,N,N,66,2776354,C,MIN,AL,Minnesota Twins,Target Field,MIN,MIN,MIN,MIN,2012
280,13,5524,431,565,103,6,27,67,28,0,135,Y,3.84,617,75,0.987,NYY,162,81,1401,62,190,245,1462,4336,67,N,1,102,668,804,1,93,49,9,1318,1176,51,N,N,95,3542406,E,NYY,AL,New York Yankees,Yankee Stadium III,NYY,NYA,NYA,NYA,2012
286,21,5450,488,503,96,7,38,0,74,255,135,N,4.09,651,101,0.983,NYM,162,81,1368,42,161,139,1357,4302,88,N,1,97,709,650,4,79,30,13,1240,1250,36,N,N,74,2242803,E,NYM,NL,New York Mets,Citi Field,NYM,NYN,NYN,NYN,2012
267,32,5527,462,550,97,1,32,30,178,239,135,Y,3.48,569,111,0.982,OAK,162,81,1360,45,147,195,1315,4410,68,N,1,97,614,713,1,122,34,13,1136,1387,47,N,N,94,1679013,W,OAK,AL,Oakland Athletics,O.co Coliseum,OAK,OAK,OAK,OAK,2012
271,28,5544,409,454,102,5,23,68,18,212,118,N,3.83,618,101,0.983,PHI,162,81,1387,63,178,158,1414,4354,81,N,1,101,680,684,3,116,39,11,1385,1094,42,N,N,81,3565718,E,PHI,NL,Philadelphia Phillies,Citizens Bank Park,PHI,PHI,PHI,PHI,2012
241,37,5412,490,444,93,2,52,39,184,252,126,N,3.86,615,112,0.982,PIT,162,81,1357,51,153,170,1313,4300,83,N,1,94,674,651,4,73,45,10,1192,1354,45,N,N,79,2091918,C,PIT,NL,Pittsburgh Pirates,PNC Park,PIT,PIT,PIT,PIT,2012
272,43,5422,539,539,92,4,46,97,44,4,97,N,4.01,640,121,0.98,SDP,162,81,1356,54,162,121,1339,4304,86,N,1,92,710,651,4,155,34,11,1205,1238,43,N,N,76,2123721,W,SDP,NL,San Diego Padres,Petco Park,SDP,SDN,SDN,SDN,2012
241,27,5494,449,466,90,8,35,92,91,0,155,N,3.76,608,72,0.988,SEA,162,81,1359,30,166,149,1285,4370,87,N,1,91,651,619,4,104,35,11,1166,1259,43,N,N,75,1721920,W,SEA,AL,Seattle Mariners,Safeco Field,SEA,SEA,SEA,SEA,2012
287,57,5558,489,483,88,5,39,25,72,255,134,Y,3.68,593,115,0.981,SFG,162,81,1361,29,142,103,1495,4353,68,Y,1,88,649,718,1,118,61,14,1237,1097,53,N,Y,94,3377371,W,SFG,NL,San Francisco Giants,AT&T Park,SFG,SFN,SFN,SFN,2012
290,37,5622,436,533,98,4,37,65,17,205,149,N,3.71,603,107,0.983,STL,162,81,1420,53,134,159,1526,4388,74,N,1,97,648,765,2,91,49,10,1218,1192,42,Y,N,88,3262109,C,STL,NL,St. Louis Cardinals,Busch Stadium III,STL,SLN,SLN,SLN,2012
250,30,5398,469,571,94,7,44,247,192,149,155,N,3.19,518,114,0.981,TBD,162,81,1233,58,139,175,1293,4379,72,N,1,93,577,697,3,134,42,15,1383,1323,50,N,N,90,1559681,E,TBD,AL,Tampa Bay Rays,Tropicana Field,TBR,TBA,TBA,TBA,2012
303,32,5590,446,478,112,7,44,115,44,0,136,N,3.99,639,85,0.986,TEX,162,81,1378,57,175,200,1526,4326,69,N,1,111,707,808,2,91,53,10,1286,1103,43,Y,N,93,3460280,W,TEX,AL,Texas Rangers,Rangers Ballpark in Arlington,TEX,TEX,TEX,TEX,2012
247,22,5487,574,473,103,5,41,191,118,4,167,N,4.64,745,101,0.984,TOR,162,81,1439,55,204,198,1346,4331,89,N,1,104,784,716,4,123,45,11,1142,1251,29,N,N,73,2099663,E,TOR,AL,Toronto Blue Jays,Rogers Centre,TOR,TOR,TOR,TOR,2012
301,25,5615,497,479,99,3,35,43,18,186,134,Y,3.33,543,94,0.985,WSN,162,81,1296,41,129,194,1468,4405,64,N,1,101,594,731,1,105,36,9,1325,1325,51,N,N,98,2370794,E,WSN,NL,Washington Nationals,Nationals Park,WSN,WAS,MON,WAS,2012
302,31,5676,485,519,102,6,41,48,25,167,135,N,3.92,651,75,0.988,ARI,162,81,1460,43,176,130,1468,4485,81,N,1,102,695,685,2,62,43,7,1218,1142,38,N,N,81,2134795,W,ARI,NL,Arizona Diamondbacks,Chase Field,ARI,ARI,ARI,ARI,2013
247,21,5441,409,542,104,1,31,65,17,207,141,Y,3.18,512,85,0.986,ATL,162,81,1326,55,127,181,1354,4351,66,N,1,103,548,688,1,64,35,12,1232,1384,53,N,N,96,2548679,E,ATL,NL,Atlanta Braves,Turner Field,ATL,ATL,ATL,ATL,2013
298,14,5620,473,416,106,2,29,1,70,223,165,N,4.2,678,54,0.991,BAL,162,81,1438,36,202,212,1460,4359,77,N,1,105,709,745,3,79,45,6,1169,1125,57,N,N,85,2357561,E,BAL,AL,Baltimore Orioles,Oriole Park at Camden Yards,BAL,BAL,BAL,BAL,2013
363,29,5651,524,581,102,5,19,48,12,198,142,Y,3.79,613,80,0.987,BOS,162,81,1366,72,156,178,1566,4362,65,Y,1,102,656,853,1,123,50,8,1294,1308,33,N,Y,97,2833333,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,2013
237,19,5563,509,411,107,5,42,0,0,0,155,N,3.98,643,121,0.98,CHW,162,81,1424,34,182,148,1385,4365,99,N,1,107,723,598,5,105,48,5,1249,1207,40,N,N,63,1768413,C,CHW,AL,Chicago White Sox,U.S. Cellular Field,CHW,CHA,CHA,CHA,2013
297,18,5498,540,439,104,3,32,134,51,12,129,N,4,643,100,0.983,CHC,162,81,1332,67,160,172,1307,4344,96,N,1,105,689,602,5,63,30,6,1184,1230,39,N,N,66,2642682,C,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,2013
274,20,5499,435,585,103,5,35,31,1,198,131,N,3.38,554,76,0.988,CIN,162,80,1294,76,170,155,1370,4421,72,N,1,102,589,698,3,67,46,17,1296,1245,43,Y,N,90,2534369,C,CIN,NL,Cincinnati Reds,Great American Ball Park,CIN,CIN,CIN,CIN,2013
290,23,5465,554,562,93,3,36,59,8,215,135,N,3.82,611,98,0.983,CLE,162,81,1359,51,147,171,1391,4324,70,N,1,94,662,745,2,117,56,16,1379,1283,38,Y,N,92,1572926,C,CLE,AL,Cleveland Indians,Progressive Field,CLE,CLE,CLE,CLE,2013
283,36,5599,517,427,117,1,32,93,15,34,162,N,4.44,708,90,0.986,COL,162,81,1545,26,136,159,1511,4308,88,N,1,118,760,706,5,112,35,5,1064,1204,35,N,N,74,2793828,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,2013
292,23,5735,462,531,106,3,20,67,35,6,136,Y,3.61,587,76,0.987,DET,162,81,1369,43,128,176,1625,4388,69,N,1,105,624,796,1,35,47,12,1428,1073,39,N,N,93,3083397,C,DET,AL,Detroit Tigers,Comerica Park,DET,DET,DET,DET,2013
266,16,5457,616,426,99,2,61,42,73,214,168,N,4.79,766,125,0.979,HOU,162,81,1530,52,191,148,1307,4320,111,N,1,101,848,610,5,110,38,5,1084,1535,32,N,N,51,1651883,W,HOU,AL,Houston Astros,Minute Maid Park,HOU,HOU,HOU,HOU,2013
