2B,3B,AB,BBA,BB,BPF,CG,CS,Color B,Color G,Color R,DP,Div Win,ERA,ER,E,FP,Franchise ID,G,Ghome,HA,HBP,HRA,HR,H,I Pouts,L,Lg Win,Number of Records,PPF,RA,R,Rank,SB,SF,SHO,SOA,SO,SV,WC Win,WS Win,W,Attendance,Div ID,Franch ID,Lg ID,Name,Park,Team IDBR,Team ID,teamIDlahman45,Team I Dretro,Year ID
373,32,5781,610,514,102,7,48,48,12,198,179,N,4.87,785,136,0.978,BOS,162,81,1567,,149,185,1684,4355,84,N,1,102,857,851,4,68,,4,987,1044,40,N,N,78,2226136,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,1997
260,28,5491,575,569,96,6,52,0,0,0,131,N,4.74,749,125,0.978,CHW,161,81,1505,,175,158,1498,4266,81,N,1,96,833,779,2,106,,7,961,901,52,N,N,80,1864782,C,CHW,AL,Chicago White Sox,Comiskey Park II,CHW,CHA,CHA,CHA,1997
269,39,5489,590,451,102,6,60,134,51,12,117,N,4.44,705,115,0.98,CHC,162,81,1451,,185,127,1444,4287,94,N,1,102,759,687,5,116,,4,1072,1003,37,N,N,68,2190308,C,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,1997
269,27,5484,558,518,102,5,67,31,1,198,129,N,4.42,712,106,0.982,CIN,162,81,1408,,173,142,1386,4347,86,N,1,102,764,651,3,190,,8,1159,1113,49,N,N,76,1785788,C,CIN,NL,Cincinnati Reds,Cinergy Field,CIN,CIN,CIN,CIN,1997
301,22,5556,575,617,103,4,59,59,8,215,159,Y,4.73,749,108,0.983,CLE,161,81,1528,,181,220,1589,4275,75,Y,1,102,815,868,1,118,,3,1036,955,39,N,N,86,3404750,C,CLE,AL,Cleveland Indians,Jacobs Field,CLE,CLE,CLE,CLE,1997
269,40,5603,566,562,122,9,65,93,15,34,202,N,5.25,835,111,0.983,COL,162,81,1697,,196,239,1611,4296,79,N,1,123,908,923,3,137,,5,870,1060,38,N,N,83,3888453,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,1997
268,32,5481,552,578,99,13,72,67,35,6,146,N,4.56,732,91,0.985,DET,162,81,1476,,178,176,1415,4335,83,N,1,100,790,784,3,161,,8,982,1164,42,N,N,79,1365157,E,DET,AL,Detroit Tigers,Tiger Stadium,DET,DET,DET,DET,1997
272,28,5439,639,686,95,12,58,51,101,243,167,N,3.83,615,119,0.981,FLA,162,81,1353,,131,136,1410,4338,70,Y,1,96,669,740,2,115,,10,1188,1074,39,Y,Y,92,2364387,E,FLA,NL,Florida Marlins,Joe Robbie Stadium,FLA,FLO,FLO,FLO,1997
314,40,5502,511,633,96,16,74,42,73,214,169,Y,3.67,595,131,0.979,HOU,162,81,1379,,134,133,1427,4377,78,N,1,95,660,777,1,171,,12,1138,1085,37,N,N,84,2046781,C,HOU,NL,Houston Astros,Astrodome,HOU,HOU,HOU,HOU,1997
256,35,5599,531,561,101,11,66,116,44,0,168,N,4.71,755,88,0.985,KCR,161,80,1530,,186,158,1478,4329,94,N,1,102,820,747,5,130,,5,961,1061,29,N,N,67,1517638,C,KCR,AL,Kansas City Royals,Kauffman Stadium,KCR,KCA,KCA,KCA,1997
242,33,5544,546,498,93,6,64,117,58,34,104,N,3.63,588,116,0.981,LAD,162,81,1325,,163,174,1488,4377,74,N,1,92,645,742,2,131,,6,1232,1079,45,N,N,88,3319504,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,1997
305,40,5634,495,495,101,10,52,52,18,180,170,N,5.02,800,100,0.983,MIN,162,81,1596,,187,132,1522,4302,94,N,1,101,861,772,4,151,,4,908,1121,30,N,N,68,1411064,C,MIN,AL,Minnesota Twins,Hubert H Humphrey Metrodome,MIN,MIN,MIN,MIN,1997
294,27,5444,542,494,101,6,55,72,43,22,171,N,4.22,670,125,0.98,MIL,161,80,1419,,177,135,1415,4282,83,N,1,102,742,681,3,103,,8,1012,967,44,N,N,78,1444027,C,MIL,AL,Milwaukee Brewers,County Stadium,MIL,ML4,MIL,MIL,1997
339,34,5526,557,420,99,27,46,43,18,186,150,N,4.14,666,131,0.979,WSN,162,81,1365,,149,172,1423,4341,84,N,1,99,740,691,4,75,,14,1138,1084,37,N,N,78,1497609,E,WSN,NL,Montreal Expos,Stade Olympique,MON,MON,MON,MON,1997
325,23,5710,532,676,100,11,58,67,28,0,156,N,3.84,626,105,0.983,NYY,162,80,1463,,144,161,1636,4401,66,N,1,98,688,891,2,99,,10,1165,954,51,Y,N,96,2580325,E,NYY,AL,New York Yankees,Yankee Stadium II,NYY,NYA,NYA,NYA,1997
274,28,5524,504,550,97,7,74,0,74,255,165,N,3.95,640,117,0.982,NYM,162,81,1452,,160,153,1448,4377,74,N,1,97,709,777,3,97,,8,982,1029,49,N,N,88,1766174,E,NYM,NL,New York Mets,Shea Stadium,NYM,NYN,NYN,NYN,1997
274,23,5589,642,642,96,2,36,30,178,239,170,N,5.49,881,121,0.98,OAK,162,81,1734,,197,197,1451,4335,97,N,1,97,946,764,4,71,,1,953,1181,38,N,N,65,1264218,W,OAK,AL,Oakland Athletics,Oakland Coliseum,OAK,OAK,OAK,OAK,1997
290,35,5443,616,519,100,13,56,68,18,212,134,N,4.87,768,105,0.982,PHI,162,81,1441,,171,116,1390,4260,94,N,1,101,840,668,5,92,,7,1209,1032,35,N,N,68,1490638,E,PHI,NL,Philadelphia Phillies,Veterans Stadium,PHI,PHI,PHI,PHI,1997
291,52,5503,560,481,103,6,50,39,184,252,149,N,4.28,683,131,0.979,PIT,162,81,1503,,143,129,1440,4308,83,N,1,103,760,725,2,160,,8,1080,1161,41,N,N,79,1657022,C,PIT,NL,Pittsburgh Pirates,Three Rivers Stadium,PIT,PIT,PIT,PIT,1997
275,16,5609,596,604,93,5,60,97,44,4,132,N,4.99,804,125,0.98,SDP,162,81,1581,,172,152,1519,4350,86,N,1,93,891,795,4,140,,2,1059,1129,43,N,N,76,2089333,W,SDP,NL,San Diego Padres,Qualcomm Stadium,SDP,SDN,SDN,SDN,1997
312,21,5614,598,626,98,9,40,92,91,0,143,Y,4.79,770,123,0.98,SEA,162,81,1500,,192,264,1574,4341,72,N,1,98,833,925,1,89,,8,1207,1110,38,N,N,90,3192237,W,SEA,AL,Seattle Mariners,Kingdome,SEA,SEA,SEA,SEA,1997
266,37,5485,578,642,98,5,49,25,72,255,157,Y,4.41,709,120,0.98,SFG,162,81,1494,,160,172,1415,4338,72,N,1,98,793,784,1,121,,9,1044,1120,45,N,N,90,1690869,W,SFG,NL,San Francisco Giants,3Com Park,SFG,SFN,SFN,SFN,1997
269,39,5524,536,543,99,5,60,65,17,205,156,N,3.9,631,123,0.98,STL,162,81,1422,,124,144,1409,4367,89,N,1,99,708,689,4,164,,3,1130,1191,39,N,N,73,2634014,C,STL,NL,St. Louis Cardinals,Busch Stadium II,STL,SLN,SLN,SLN,1997
311,27,5651,541,500,105,8,37,115,44,0,155,N,4.68,744,122,0.981,TEX,162,81,1598,,169,187,1547,4289,85,N,1,105,823,807,3,72,,9,925,1116,33,N,N,77,2945228,W,TEX,AL,Texas Rangers,The Ballpark at Arlington,TEX,TEX,TEX,TEX,1997
275,41,5473,497,487,99,19,50,191,118,4,150,N,3.92,628,97,0.983,TOR,162,81,1453,,167,147,1333,4326,86,N,1,99,694,654,5,134,,16,1150,1138,34,N,N,76,2589297,E,TOR,AL,Toronto Blue Jays,Skydome,TOR,TOR,TOR,TOR,1997
314,27,5630,630,510,102,3,45,32,0,185,146,N,4.49,720,106,0.983,ANA,162,81,1481,,164,147,1530,4332,77,N,1,102,783,787,2,93,,5,1091,1028,52,N,N,85,2519280,W,ANA,AL,Anaheim Angels,Edison International Field,ANA,ANA,ANA,ANA,1998
235,46,5491,489,489,100,7,38,48,25,167,125,N,4.64,738,100,0.984,ARI,162,81,1463,,188,159,1353,4296,97,N,1,99,812,665,5,73,,6,908,1239,37,N,N,65,3610290,W,ARI,NL,Arizona Diamondbacks,Bank One Ballpark,ARI,ARI,ARI,ARI,1998
297,26,5484,467,548,100,24,43,65,17,207,139,Y,3.25,519,91,0.985,ATL,162,81,1291,,117,215,1489,4315,56,N,1,98,581,826,1,98,,23,1232,1062,45,N,N,106,3360860,E,ATL,NL,Atlanta Braves,Turner Field,ATL,ATL,ATL,ATL,1998
303,11,5565,535,593,98,16,48,1,70,223,144,N,4.73,752,81,0.987,BAL,162,81,1505,,169,214,1520,4293,83,N,1,97,785,817,4,86,,10,1065,903,37,N,N,79,3684650,E,BAL,AL,Baltimore Orioles,Oriole Park at Camden Yards,BAL,BAL,BAL,BAL,1998
338,35,5601,504,541,102,5,39,48,12,198,128,N,4.19,669,105,0.983,BOS,162,81,1406,,168,205,1568,4308,70,N,1,101,729,876,2,72,,8,1025,1049,53,Y,N,92,2314704,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,1998
291,38,5585,580,551,98,8,46,0,0,0,161,N,5.24,837,140,0.977,CHW,163,81,1569,,211,198,1516,4315,82,N,1,98,931,861,2,127,,4,911,916,42,N,N,80,1391146,C,CHW,AL,Chicago White Sox,Comiskey Park II,CHW,CHA,CHA,CHA,1998
250,34,5649,575,601,103,7,44,134,51,12,107,N,4.5,739,101,0.984,CHC,163,82,1528,,180,212,1494,4431,73,N,1,103,792,831,2,65,,7,1207,1223,56,Y,N,90,2623194,C,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,1998
298,28,5496,573,608,102,6,42,31,1,198,142,N,4.44,711,122,0.98,CIN,162,81,1400,,170,138,1441,4323,85,N,1,102,760,750,4,95,,8,1098,1107,42,N,N,77,1793649,C,CIN,NL,Cincinnati Reds,Cinergy Field,CIN,CIN,CIN,CIN,1998
334,30,5616,563,630,103,9,60,59,8,215,146,Y,4.45,722,110,0.982,CLE,162,81,1552,,171,198,1530,4380,73,N,1,102,779,850,1,143,,4,1037,1061,47,N,N,89,3467299,C,CLE,AL,Cleveland Indians,Jacobs Field,CLE,CLE,CLE,CLE,1998
333,36,5632,562,469,121,9,47,93,15,34,193,N,5,796,102,0.984,COL,162,81,1583,,174,183,1640,4297,85,N,1,122,855,826,4,67,,5,951,949,36,N,N,77,3792683,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,1998
306,29,5664,595,455,100,9,62,67,35,6,164,N,4.93,792,115,0.982,DET,162,81,1551,,185,165,1494,4338,97,N,1,101,863,722,5,122,,4,947,1070,32,N,N,65,1409391,C,DET,AL,Detroit Tigers,Tiger Stadium,DET,DET,DET,DET,1998
277,36,5558,715,525,94,11,57,51,101,243,177,N,5.2,837,129,0.979,FLA,162,81,1617,,182,114,1381,4348,108,N,1,95,923,667,5,115,,3,1016,1120,24,N,N,54,1730384,E,FLA,NL,Florida Marlins,Joe Robbie Stadium,FLA,FLO,FLO,FLO,1998
326,28,5641,465,621,98,12,51,42,73,214,144,Y,3.5,572,108,0.983,HOU,162,81,1435,,147,166,1578,4413,60,N,1,97,620,874,1,155,,11,1187,1122,44,N,N,102,2458451,C,HOU,NL,Houston Astros,Astrodome,HOU,HOU,HOU,HOU,1998
274,40,5546,568,475,101,6,50,116,44,0,172,N,5.16,823,125,0.98,KCR,161,80,1590,,196,134,1459,4308,89,N,1,102,899,714,3,135,,7,999,984,46,N,N,72,1494875,C,KCR,AL,Kansas City Royals,Kauffman Stadium,KCR,KCA,KCA,KCA,1998
209,27,5459,587,447,95,16,53,117,58,34,154,N,3.81,613,134,0.978,LAD,162,81,1332,,135,159,1374,4341,79,N,1,95,678,669,3,137,,10,1178,1056,47,N,N,83,3089222,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,1998
266,17,5541,550,532,100,2,59,72,43,22,192,N,4.63,746,110,0.982,MIL,162,81,1538,,188,152,1439,4353,88,N,1,101,812,707,5,81,,2,1063,1039,39,N,N,74,1811593,C,MIL,NL,Milwaukee Brewers,County Stadium,MIL,MIL,ML4,MIL,1998
285,32,5641,457,506,101,7,54,52,18,180,135,N,4.76,765,108,0.982,MIN,162,81,1622,,180,115,1499,4342,92,N,1,102,818,734,4,112,,9,952,915,42,N,N,70,1165976,C,MIN,AL,Minnesota Twins,Hubert H Humphrey Metrodome,MIN,MIN,MIN,MIN,1998
280,32,5418,533,439,98,4,46,43,18,186,127,N,4.39,696,155,0.975,WSN,162,81,1448,,156,147,1348,4281,97,N,1,99,783,644,4,91,,5,1017,1058,39,N,N,65,914909,E,WSN,NL,Montreal Expos,Stade Olympique,MON,MON,MON,MON,1998
290,31,5643,466,653,97,22,63,67,28,0,146,Y,3.82,618,98,0.984,NYY,162,81,1357,,156,207,1625,4369,48,Y,1,95,656,965,1,153,,16,1080,1025,48,N,Y,114,2955193,E,NYY,AL,New York Yankees,Yankee Stadium II,NYY,NYA,NYA,NYA,1998
289,24,5510,532,572,99,9,46,0,74,255,151,N,3.77,611,101,0.984,NYM,162,81,1381,,152,136,1425,4374,74,N,1,99,645,706,2,62,,16,1129,1049,46,N,N,88,2287948,E,NYM,NL,New York Mets,Shea Stadium,NYM,NYN,NYN,NYN,1998
295,13,5490,529,633,96,12,47,30,178,239,155,N,4.83,770,141,0.977,OAK,162,81,1555,,179,149,1413,4302,88,N,1,97,866,804,4,131,,4,922,1122,39,N,N,74,1232343,W,OAK,AL,Oakland Athletics,Oakland Coliseum,OAK,OAK,OAK,OAK,1998
286,36,5617,544,508,102,21,45,68,18,212,131,N,4.64,754,110,0.982,PHI,162,81,1476,,188,126,1482,4389,87,N,1,103,808,713,3,97,,11,1176,1080,32,N,N,75,1715722,E,PHI,NL,Philadelphia Phillies,Veterans Stadium,PHI,PHI,PHI,PHI,1998
271,35,5493,530,393,102,7,51,39,184,252,161,N,3.91,630,140,0.977,PIT,163,80,1433,,147,107,1395,4347,93,N,1,103,718,650,6,159,,10,1112,1060,41,N,N,69,1560950,C,PIT,NL,Pittsburgh Pirates,Three Rivers Stadium,PIT,PIT,PIT,PIT,1998
292,30,5490,501,604,92,14,37,97,44,4,155,Y,3.63,587,104,0.983,SDP,162,81,1384,,139,167,1390,4363,64,Y,1,92,635,749,1,79,,11,1217,1072,59,N,N,98,2555874,W,SDP,NL,San Diego Padres,Qualcomm Stadium,SDP,SDN,SDN,SDN,1998
321,28,5628,528,558,99,17,39,92,91,0,139,N,4.95,783,125,0.979,SEA,161,81,1530,,196,234,1553,4272,85,N,1,99,855,859,3,115,,7,1156,1081,31,N,N,76,2651511,W,SEA,AL,Seattle Mariners,Kingdome,SEA,SEA,SEA,SEA,1998
292,26,5628,562,678,95,6,51,25,72,255,157,N,4.19,688,101,0.984,SFG,163,81,1457,,171,161,1540,4431,74,N,1,95,739,845,2,102,,6,1089,1040,44,N,N,89,1925364,W,SFG,NL,San Francisco Giants,3Com Park,SFG,SFN,SFN,SFN,1998
292,30,5593,558,676,100,6,41,65,17,205,160,N,4.32,705,142,0.978,STL,163,82,1513,,151,223,1444,4409,79,N,1,100,782,810,3,133,,10,972,1179,44,N,N,83,3195691,C,STL,NL,St. Louis Cardinals,Busch Stadium II,STL,SLN,SLN,SLN,1998
267,43,5555,643,473,101,7,73,247,192,149,178,N,4.35,697,94,0.985,TBD,162,81,1425,,171,111,1450,4329,99,N,1,102,751,620,5,120,,8,1008,1107,28,N,N,63,2506293,E,TBD,AL,Tampa Bay Devil Rays,Tropicana Field,TBD,TBA,TBA,TBA,1998
314,32,5672,519,595,104,10,47,115,44,0,140,Y,5,795,122,0.98,TEX,162,81,1624,,164,201,1637,4293,74,N,1,103,871,940,1,82,,8,994,1045,46,N,N,88,2927399,W,TEX,AL,Texas Rangers,The Ballpark at Arlington,TEX,TEX,TEX,TEX,1998
316,19,5580,587,564,100,10,81,191,118,4,131,N,4.29,698,125,0.979,TOR,163,81,1443,,169,221,1482,4395,74,N,1,99,768,816,3,184,,11,1154,1132,47,N,N,88,2454303,E,TOR,AL,Toronto Blue Jays,Skydome,TOR,TOR,TOR,TOR,1998
248,22,5494,624,511,99,4,45,32,0,185,156,N,4.79,762,106,0.983,ANA,162,81,1472,,177,158,1404,4293,92,N,1,100,826,711,4,71,,7,877,1022,37,N,N,70,2253123,W,ANA,AL,Anaheim Angels,Edison International Field,ANA,ANA,ANA,ANA,1999
289,46,5658,543,588,101,16,39,48,25,167,129,Y,3.77,615,104,0.983,ARI,162,81,1387,,176,216,1566,4401,62,N,1,101,676,908,1,137,,9,1198,1045,42,N,N,100,3019654,W,ARI,NL,Arizona Diamondbacks,Bank One Ballpark,ARI,ARI,ARI,ARI,1999
309,23,5569,507,608,100,9,66,65,17,207,122,Y,3.63,593,111,0.982,ATL,162,81,1398,,142,197,1481,4413,59,Y,1,98,661,840,1,148,,9,1197,962,45,N,N,103,3284897,E,ATL,NL,Atlanta Braves,Turner Field,ATL,ATL,ATL,ATL,1999
299,21,5637,647,615,96,17,46,1,70,223,192,N,4.77,761,89,0.986,BAL,162,81,1468,,198,203,1572,4305,84,N,1,96,815,851,4,107,,11,982,890,33,N,N,78,3433150,E,BAL,AL,Baltimore Orioles,Oriole Park at Camden Yards,BAL,BAL,BAL,BAL,1999
334,42,5579,469,597,104,6,39,48,12,198,131,N,4,638,127,0.979,BOS,162,81,1396,,160,176,1551,4309,68,N,1,103,718,836,2,67,,12,1131,928,50,Y,N,94,2446162,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,1999
298,37,5644,596,499,101,6,50,0,0,0,148,N,4.92,786,136,0.977,CHW,162,81,1608,,210,162,1563,4314,86,N,1,101,870,777,2,110,,3,968,810,39,N,N,75,1338851,C,CHW,AL,Chicago White Sox,Comiskey Park II,CHW,CHA,CHA,CHA,1999
255,35,5482,529,571,97,11,44,134,51,12,135,N,5.27,837,139,0.977,CHC,162,81,1619,,221,189,1411,4291,95,N,1,98,920,747,6,60,,6,980,1170,32,N,N,67,2813854,C,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,1999
312,37,5649,636,569,103,6,54,31,1,198,137,N,3.99,648,105,0.983,CIN,163,82,1309,,190,209,1536,4384,67,N,1,103,711,865,2,164,,11,1081,1125,55,N,N,96,2061222,C,CIN,NL,Cincinnati Reds,Cinergy Field,CIN,CIN,CIN,CIN,1999
309,32,5634,634,743,104,3,50,59,8,215,153,Y,4.9,789,106,0.983,CLE,162,81,1503,,197,209,1629,4350,65,N,1,103,860,1009,1,147,,6,1120,1099,46,N,N,97,3468456,C,CLE,AL,Cleveland Indians,Jacobs Field,CLE,CLE,CLE,CLE,1999
305,39,5716,737,508,127,12,43,93,15,34,186,N,6.02,955,118,0.981,COL,162,81,1700,,237,223,1644,4285,90,N,1,127,1028,906,5,70,,2,1032,863,33,N,N,72,3481065,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,1999
289,34,5481,583,458,99,4,70,67,35,6,155,N,5.18,817,106,0.982,DET,161,81,1528,,209,212,1433,4261,92,N,1,101,882,747,3,108,,6,976,1049,33,N,N,69,2026441,C,DET,AL,Detroit Tigers,Tiger Stadium,DET,DET,DET,DET,1999
266,44,5578,655,479,93,6,46,51,101,243,150,N,4.9,781,127,0.979,FLA,162,80,1560,,171,128,1465,4306,98,N,1,95,852,691,5,92,,5,943,1145,33,N,N,64,1369421,E,FLA,NL,Florida Marlins,Pro Player Stadium,FLA,FLO,FLO,FLO,1999
293,23,5485,478,728,100,12,75,42,73,214,168,Y,3.84,622,106,0.983,HOU,162,82,1485,,128,168,1463,4375,65,N,1,98,675,823,1,166,,8,1204,1138,48,N,N,97,2706017,C,HOU,NL,Houston Astros,Astrodome,HOU,HOU,HOU,HOU,1999
294,52,5624,643,535,102,11,39,116,44,0,189,N,5.35,844,125,0.98,KCR,161,80,1607,,202,151,1584,4261,97,N,1,103,921,856,4,127,,3,831,932,29,N,N,64,1506068,C,KCR,AL,Kansas City Royals,Kauffman Stadium,KCR,KCA,KCA,KCA,1999
253,23,5567,594,594,95,8,68,117,58,34,134,N,4.45,718,137,0.978,LAD,162,81,1438,,192,187,1480,4357,85,N,1,94,787,793,3,167,,6,1077,1030,37,N,N,77,3095346,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,1999
299,30,5582,616,658,99,2,33,72,43,22,142,N,5.07,812,127,0.979,MIL,161,80,1618,,213,165,1524,4327,87,N,1,99,886,815,5,81,,5,987,1065,40,N,N,74,1701796,C,MIL,NL,Milwaukee Brewers,County Stadium,MIL,MIL,ML4,MIL,1999
285,30,5495,487,500,103,12,60,52,18,180,144,N,5.02,794,92,0.985,MIN,161,81,1591,,208,105,1450,4269,97,N,1,104,845,686,5,118,,8,927,978,34,N,N,63,1202829,C,MIN,AL,Minnesota Twins,Hubert H Humphrey Metrodome,MIN,MIN,MIN,MIN,1999
320,47,5559,572,438,97,6,51,43,18,186,126,N,4.69,747,160,0.974,WSN,162,81,1505,,152,163,1473,4302,94,N,1,98,853,718,4,70,,4,1043,939,44,N,N,68,773277,E,WSN,NL,Montreal Expos,Stade Olympique,MON,MON,MON,MON,1999
302,36,5568,581,718,98,6,57,67,28,0,130,Y,4.13,660,111,0.982,NYY,162,81,1402,,158,193,1568,4318,64,Y,1,97,731,900,1,104,,10,1111,978,50,N,Y,98,3292736,E,NYY,AL,New York Yankees,Yankee Stadium II,NYY,NYA,NYA,NYA,1999
297,14,5572,617,717,98,5,61,0,74,255,147,N,4.27,691,68,0.989,NYM,163,81,1372,,167,181,1553,4369,66,N,1,97,711,853,2,150,,7,1172,994,49,Y,N,97,2725668,E,NYM,NL,New York Mets,Shea Stadium,NYM,NYN,NYN,NYN,1999
287,20,5519,569,770,94,6,37,30,178,239,162,N,4.69,749,122,0.98,OAK,162,81,1537,,160,235,1430,4314,75,N,1,94,846,893,2,70,,5,967,1129,48,N,N,87,1434610,W,OAK,AL,Oakland Athletics,Oakland Coliseum,OAK,OAK,OAK,OAK,1999
302,44,5598,627,631,105,11,35,68,18,212,143,N,4.93,788,100,0.983,PHI,162,81,1494,,212,161,1539,4314,85,N,1,105,846,841,3,125,,6,1030,1081,32,N,N,77,1825337,E,PHI,NL,Philadelphia Phillies,Veterans Stadium,PHI,PHI,PHI,PHI,1999
282,40,5468,633,573,101,8,44,39,184,252,174,N,4.33,689,147,0.976,PIT,161,81,1444,,160,171,1417,4297,83,N,1,101,782,775,3,112,,3,1083,1197,34,N,N,78,1638023,C,PIT,NL,Pittsburgh Pirates,Three Rivers Stadium,PIT,PIT,PIT,PIT,1999
256,22,5394,529,631,92,5,67,97,44,4,151,N,4.47,705,129,0.979,SDP,162,81,1454,,193,153,1360,4260,88,N,1,92,781,710,4,174,,6,1078,1169,43,N,N,74,2523538,W,SDP,NL,San Diego Padres,Qualcomm Stadium,SDP,SDN,SDN,SDN,1999
263,21,5572,684,610,102,7,45,92,91,0,180,N,5.24,834,113,0.981,SEA,162,81,1613,,191,244,1499,4300,83,N,1,103,905,859,3,130,,6,980,1095,40,N,N,79,2916346,W,SEA,AL,Seattle Mariners,Kingdome / Safeco Field,SEA,SEA,SEA,SEA,1999
307,18,5563,655,696,95,6,56,25,72,255,150,N,4.71,762,105,0.983,SFG,162,81,1486,,194,188,1507,4368,76,N,1,94,831,872,2,109,,3,1076,1028,42,N,N,86,2078399,W,SFG,NL,San Francisco Giants,3Com Park,SFG,SFN,SFN,SFN,1999
274,27,5570,667,613,101,5,48,65,17,205,161,N,4.74,761,132,0.978,STL,161,80,1519,,161,194,1461,4335,86,N,1,101,838,809,4,134,,3,1025,1202,38,N,N,75,3225334,C,STL,NL,St. Louis Cardinals,Busch Stadium II,STL,SLN,SLN,SLN,1999
272,29,5586,695,544,100,6,49,247,192,149,198,N,5.06,805,135,0.978,TBD,162,81,1606,,172,145,1531,4297,93,N,1,102,913,772,5,73,,5,1055,1042,45,N,N,69,1562827,E,TBD,AL,Tampa Bay Devil Rays,Tropicana Field,TBD,TBA,TBA,TBA,1999
304,29,5651,509,611,105,6,54,115,44,0,167,Y,5.07,809,119,0.981,TEX,162,81,1626,,186,230,1653,4306,67,N,1,105,859,945,1,111,,9,979,937,47,N,N,95,2771469,W,TEX,AL,Texas Rangers,The Ballpark at Arlington,TEX,TEX,TEX,TEX,1999
337,14,5642,575,578,101,14,48,191,118,4,164,N,4.92,786,106,0.983,TOR,162,81,1582,,191,212,1580,4315,78,N,1,101,862,883,3,119,,9,1009,1077,39,N,N,84,2163464,E,TOR,AL,Toronto Blue Jays,Skydome,TOR,TOR,TOR,TOR,1999
309,34,5628,662,608,102,5,52,32,0,185,182,N,5,805,134,0.978,ANA,162,81,1534,47,228,236,1574,4344,80,N,1,103,869,864,3,93,43,3,846,1024,46,N,N,82,2066982,W,ANA,AL,Anaheim Angels,Edison International Field,ANA,ANA,ANA,ANA,2000
282,44,5527,500,535,105,16,44,48,25,167,138,N,4.35,698,107,0.982,ARI,162,81,1441,59,190,179,1466,4331,77,N,1,103,754,792,3,97,58,8,1220,975,38,N,N,85,2942251,W,ARI,NL,Arizona Diamondbacks,Bank One Ballpark,ARI,ARI,ARI,ARI,2000
274,26,5489,484,595,101,13,56,65,17,207,138,Y,4.05,648,129,0.979,ATL,162,81,1428,59,165,179,1490,4321,67,N,1,99,714,810,1,148,45,9,1093,1010,53,N,N,95,3234304,E,ATL,NL,Atlanta Braves,Turner Field,ATL,ATL,ATL,ATL,2000
310,22,5549,665,558,95,14,65,1,70,223,151,N,5.37,855,116,0.981,BAL,162,81,1547,49,202,184,1508,4300,88,N,1,96,913,794,4,126,54,6,1017,900,33,N,N,74,3297031,E,BAL,AL,Baltimore Orioles,Oriole Park at Camden Yards,BAL,BAL,BAL,BAL,2000
316,32,5630,498,611,104,7,30,48,12,198,120,N,4.23,683,109,0.982,BOS,162,81,1433,42,173,167,1503,4358,77,N,1,103,745,792,2,43,48,12,1121,1019,46,N,N,85,2585895,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,2000
325,33,5646,614,591,102,5,42,0,0,0,190,Y,4.66,751,133,0.978,CHW,162,81,1509,53,195,216,1615,4351,67,N,1,102,839,978,1,119,61,7,1037,960,43,N,N,95,1947799,C,CHW,AL,Chicago White Sox,Comiskey Park II,CHW,CHA,CHA,CHA,2000
272,23,5577,658,632,97,10,37,134,51,12,139,N,5.25,849,100,0.983,CHC,162,81,1505,54,231,183,1426,4364,97,N,1,98,904,764,6,93,45,5,1143,1120,39,N,N,65,2789511,C,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,2000
302,36,5635,659,559,102,8,38,31,1,198,156,N,4.33,700,111,0.982,CIN,163,82,1446,64,190,200,1545,4369,77,N,1,102,765,825,2,100,58,7,1015,995,42,N,N,85,2577371,C,CIN,NL,Cincinnati Reds,Cinergy Field,CIN,CIN,CIN,CIN,2000
310,30,5683,666,685,101,6,34,59,8,215,147,N,4.84,775,72,0.988,CLE,162,81,1511,51,173,221,1639,4327,72,N,1,100,816,950,2,113,52,5,1213,1057,34,N,N,90,3456278,C,CLE,AL,Cleveland Indians,Jacobs Field,CLE,CLE,CLE,CLE,2000
320,53,5660,588,601,125,7,61,93,15,34,176,N,5.26,835,94,0.985,COL,162,81,1568,42,221,161,1664,4290,80,N,1,125,897,968,4,131,75,2,1001,907,33,N,N,82,3295129,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,2000
307,41,5644,496,562,95,6,38,67,35,6,171,N,4.71,755,105,0.983,DET,162,81,1583,43,177,177,1553,4330,83,N,1,95,827,823,3,83,49,6,978,982,44,N,N,79,2438617,C,DET,AL,Detroit Tigers,Comerica Park,DET,DET,DET,DET,2000
